Price,Rent,Area,Rooms,Floor,Location,Dealer,Building,Furnished,Dishwasher,Elevator,Balcony,Popularity,Time,Date,Title,Id_number,Link
1 600 zł,500 zł,33 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Tak,0,1,1,141.0,26,18.10.2019,Mieszkanie 2-pokojowe,562783699,https://www.olx.pl/oferta/mieszkanie-2-pokojowe-CID3-IDC5nKr.html#41482f693d
3 000 zł,150 zł,62 m²,3 pokoje,2,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,48.0,26,18.10.2019,"Wynajmę mieszkanie Wrocław ul Rogowska 136, 3 pokoje 62m + korytarz",562782404,https://www.olx.pl/oferta/wynajme-mieszkanie-wroclaw-ul-rogowska-136-3-pokoje-62m-korytarz-CID3-IDC5npy.html#41482f693d
2 700 zł,640 zł,52 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,0,0,67.0,+30,18.10.2019,Biskupin mieszkanie do wynajęcia ul Wiwulskiego,562782301,https://www.olx.pl/oferta/biskupin-mieszkanie-do-wynajecia-ul-wiwulskiego-CID3-IDC5nnT.html#41482f693d
1 800 zł,400 zł,50 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,1,0,1,90.0,17,18.10.2019,"Złotnicka, pelne umeblowanie, ciche, komfortowe",562775996,https://www.olx.pl/oferta/zlotnicka-pelne-umeblowanie-ciche-komfortowe-CID3-IDC5lKc.html#41482f693d
1 450 zł,350 zł,16 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,0,0,0,152.0,6,18.10.2019,Fabulous studio | Nowy Dwór,562769611,https://www.olx.pl/oferta/fabulous-studio-nowy-dwor-CID3-IDC5k5d.html#41482f693d
3 300 zł,550 zł,69 m²,3 pokoje,2,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,0,0,51.0,12,18.10.2019,"Widok na rzekę, taras, wysoki standard, Olimpia Port",562766137,https://www.olx.pl/oferta/widok-na-rzeke-taras-wysoki-standard-olimpia-port-CID3-IDC5jbb.html#41482f693d
1 330 zł,300 zł,41 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,0,0,0,224.0,26,18.10.2019,Mieszkanie 41m2 na Maślicach,562755261,https://www.olx.pl/oferta/mieszkanie-41m2-na-maslicach-CID3-IDC5glL.html#41482f693d
2 800 zł,500 zł,70 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Apartamentowiec,Tak,1,0,0,54.0,10,18.10.2019,"Przestronny apartament 2-pok. z ogrodem, Partynice",562755002,https://www.olx.pl/oferta/przestronny-apartament-2-pok-z-ogrodem-partynice-CID3-IDC5ghA.html#41482f693d
1 800 zł,300 zł,23 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,1,0,126.0,9,18.10.2019,"Nowa kawalerka z ogrodem, Na Grobli, od zaraz!",562751478,https://www.olx.pl/oferta/nowa-kawalerka-z-ogrodem-na-grobli-od-zaraz-CID3-IDC5fmK.html#41482f693d
1 800 zł,450 zł,40 m²,2 pokoje,10,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Apartamentowiec,Tak,1,0,1,100.0,9,18.10.2019,"2 pok. mieszkanie, 40m2, garaż w cenie! Bajana! Lokum da Vinci",562747613,https://www.olx.pl/oferta/2-pok-mieszkanie-40m2-garaz-w-cenie-bajana-lokum-da-vinci-CID3-IDC5emp.html#e78eeb4bb9
1 900 zł,1 zł,44 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Dom wolnostojący,Tak,0,0,1,133.0,12,18.10.2019,Dwupokojowe mieszkanie 44 m2 na poddaszu z antresolą i garażem,562747663,https://www.olx.pl/oferta/dwupokojowe-mieszkanie-44-m2-na-poddaszu-z-antresola-i-garazem-CID3-IDC5end.html#e78eeb4bb9;promoted
2 400 zł,400 zł,44 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,1,1,67.0,+30,18.10.2019,PIERWSZY NAJEM | 2 pokoje | NOWE | CENTRUM/Nadodrze,562746685,https://www.olx.pl/oferta/pierwszy-najem-2-pokoje-nowe-centrum-nadodrze-CID3-IDC5e7r.html#e78eeb4bb9
1 000 zł,1 zł,40 m²,Kawalerka,Suterena,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Dom wolnostojący,Tak,0,0,0,1091.0,17,18.10.2019,"Mieszkanie, osobne wejście, parking, akceptacja zwierząt.",530705147,https://www.olx.pl/oferta/mieszkanie-osobne-wejscie-parking-akceptacja-zwierzat-CID3-IDzUMEr.html#e78eeb4bb9
2 400 zł,600 zł,60 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,0,1,55.0,9,18.10.2019,"3 pok. mieszkanie, 60m2, Kleczkowska, Sun House",562740842,https://www.olx.pl/oferta/3-pok-mieszkanie-60m2-kleczkowska-sun-house-CID3-IDC5cBc.html#e78eeb4bb9
2 450 zł,400 zł,"45,60 m²",2 pokoje,8,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,1,1,0,64.0,8,18.10.2019,2-pokojowy apartament w centrum - Atal Towers,562739451,https://www.olx.pl/oferta/2-pokojowy-apartament-w-centrum-atal-towers-CID3-IDC5ceL.html#e78eeb4bb9
1 350 zł,350 zł,38 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Blok,Tak,0,0,0,168.0,3,18.10.2019,Dwupokojowe I 38mkw I Przy UE I Krzyki-Centrum,562739364,https://www.olx.pl/oferta/dwupokojowe-i-38mkw-i-przy-ue-i-krzyki-centrum-CID3-IDC5cdm.html#e78eeb4bb9
2 200 zł,410 zł,47 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Apartamentowiec,Tak,0,0,1,71.0,7,18.10.2019,"2 pok. apartament, 47m2, balkon, Wybrzeże Reymonta, od zaraz!",562737655,https://www.olx.pl/oferta/2-pok-apartament-47m2-balkon-wybrzeze-reymonta-od-zaraz-CID3-IDC5bLN.html#e78eeb4bb9
1 850 zł,200 zł,34 m²,2 pokoje,5,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,1,0,1,104.0,9,18.10.2019,"Kawalerka, 34m2 Dorzecze Legnickiej osobna kuchnia",562736291,https://www.olx.pl/oferta/kawalerka-34m2-dorzecze-legnickiej-osobna-kuchnia-CID3-IDC5bpN.html#e78eeb4bb9
2 000 zł,450 zł,48 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,1,175.0,10,18.10.2019,Mieszkanie 2-pokojowe Corte Verona Grabiszyńska wyposażone,562732939,https://www.olx.pl/oferta/mieszkanie-2-pokojowe-corte-verona-grabiszynska-wyposazone-CID3-IDC5axJ.html#e78eeb4bb9
1 700 zł,670 zł,42 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Tak,1,0,1,1836.0,30,18.10.2019,"Komfortowe mieszkanie ul. Poleska, Psie Pole",541527640,https://www.olx.pl/oferta/komfortowe-mieszkanie-ul-poleska-psie-pole-CID3-IDAEc4M.html#e78eeb4bb9
1 300 zł,200 zł,55 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Szeregowiec,Tak,0,0,0,415.0,12,18.10.2019,Wynajmę 55 mkw Wrocław,562725564,https://www.olx.pl/oferta/wynajme-55-mkw-wroclaw-CID3-IDC58CM.html#e78eeb4bb9
2 000 zł,450 zł,50 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Kamienica,Tak,0,0,0,99.0,30,18.10.2019,Ul.Dwrocowa*2pok*Rozkładowe*Blisko centrum,562723296,https://www.olx.pl/oferta/ul-dwrocowa2pokrozkladoweblisko-centrum-CID3-IDC582c.html#e78eeb4bb9
2 100 zł,350 zł,38 m²,2 pokoje,9,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,72.0,30,18.10.2019,New apartment near city Center,562722961,https://www.olx.pl/oferta/new-apartment-near-city-center-CID3-IDC57VN.html#e78eeb4bb9
1 400 zł,700 zł,64 m²,3 pokoje,5,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,0,1,1,113.0,+30,18.10.2019,Do wynajęcia mieszkanie 3pok. ul. Gwarecka-Kozanów,562722207,https://www.olx.pl/oferta/do-wynajecia-mieszkanie-3pok-ul-gwarecka-kozanow-CID3-IDC57KD.html#e78eeb4bb9
1 200 zł,1 zł,35 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Szeregowiec,Tak,0,0,0,245.0,12,18.10.2019,! Do wynajęcia mieszkanie 2pok na Złotnikach-Dobra Komunikacja !,562720134,https://www.olx.pl/oferta/do-wynajecia-mieszkanie-2pok-na-zlotnikach-dobra-komunikacja-CID3-IDC57dc.html#e78eeb4bb9
2 200 zł,360 zł,56 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,0,0,1,67.0,30,18.10.2019,Ul.Długa*2pok*Rozkładowe*Wysoki standard,562715543,https://www.olx.pl/oferta/ul-dluga2pokrozkladowewysoki-standard-CID3-IDC5619.html#192f0eb836
1 700 zł,500 zł,49 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Szeregowiec,Tak,0,0,1,202.0,8,18.10.2019,Mieszkanie wynajem 2 pokoje TANIO,562712202,https://www.olx.pl/oferta/mieszkanie-wynajem-2-pokoje-tanio-CID3-IDC559g.html#192f0eb836
2 000 zł,400 zł,40 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,1,1,99.0,7,18.10.2019,2-pokojowe mieszkanie na Kępie Mieszczańskiej - pierwszy najem,562711003,https://www.olx.pl/oferta/2-pokojowe-mieszkanie-na-kepie-mieszczanskiej-pierwszy-najem-CID3-IDC54PW.html#192f0eb836
1 400 zł,500 zł,45 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,189.0,26,18.10.2019,Od 1.12.2019 ul.Rutkiewicz 2 Piętro Aneks kuch.balkon nowe bud.n/p Aka,562693986,https://www.olx.pl/oferta/od-1-12-2019-ul-rutkiewicz-2-pietro-aneks-kuch-balkon-nowe-bud-n-p-aka-CID3-IDC50ps.html#192f0eb836
1 200 zł,20 zł,42 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Blok,Tak,0,0,0,129.0,3,18.10.2019,Pokój,562692300,https://www.olx.pl/oferta/pokoj-CID3-IDC4ZYg.html#192f0eb836
1 600 zł,100 zł,61 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Dom wolnostojący,Tak,1,0,0,1242.0,21,18.10.2019,Wynajmę Kawalerke z garażem w domku jednorodzinnym wolne od 1.01.2020r,555533045,https://www.olx.pl/oferta/wynajme-kawalerke-z-garazem-w-domku-jednorodzinnym-wolne-od-1-01-2020r-CID3-IDBAXvp.html#192f0eb836
2 850 zł,600 zł,90 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Blok,Tak,0,0,1,43.0,26,18.10.2019,Duże 3-pokojowe mieszkanie dla studentów.,562691050,https://www.olx.pl/oferta/duze-3-pokojowe-mieszkanie-dla-studentow-CID3-IDC4ZE6.html#192f0eb836
2 400 zł,600 zł,48 m²,3 pokoje,10,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,41.0,26,18.10.2019,CENTRUM 3 pokoje z klimatyzacją.,562690358,https://www.olx.pl/oferta/centrum-3-pokoje-z-klimatyzacja-CID3-IDC4ZsV.html#192f0eb836
1 300 zł,400 zł,31 m²,Kawalerka,3,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,1,0,0,588.0,3,18.10.2019,Kawalerka / Bajana / bezpośrednio,562683241,https://www.olx.pl/oferta/kawalerka-bajana-bezposrednio-CID3-IDC4XC9.html#192f0eb836
1 600 zł,500 zł,20 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Apartamentowiec,Tak,0,0,0,232.0,12,18.10.2019,Mikroapartament ul Buforowa,562682567,https://www.olx.pl/oferta/mikroapartament-ul-buforowa-CID3-IDC4Xrh.html#192f0eb836
2 300 zł,350 zł,39 m²,2 pokoje,3,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,1,1,1,76.0,12,18.10.2019,Do wynajęcia Nowy Apartament Wrocław-Stare Miasto - Komuny Paryskiej,562681348,https://www.olx.pl/oferta/do-wynajecia-nowy-apartament-wroclaw-stare-miasto-komuny-paryskiej-CID3-IDC4X7C.html#192f0eb836
2 200 zł,460 zł,47 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,72.0,20,18.10.2019,2 pokoje blisko centrum wybrzeże Reymonta,562681651,https://www.olx.pl/oferta/2-pokoje-blisko-centrum-wybrzeze-reymonta-CID3-IDC4Xcw.html#192f0eb836
1 650 zł,1 250 zł,15 m²,Kawalerka,3,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,0,0,0,144.0,17,18.10.2019,Kawałerka do wynajęcia,562681010,https://www.olx.pl/oferta/kawalerka-do-wynajecia-CID3-IDC4X2a.html#192f0eb836
870 zł,1 zł,67 m²,4 i więcej,4,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,0,0,0,113.0,7,18.10.2019,Wynajmę 3 pokoje ul. Na ostatnim groszu,562679659,https://www.olx.pl/oferta/wynajme-3-pokoje-ul-na-ostatnim-groszu-CID3-IDC4VGn.html#192f0eb836
2 000 zł,100 zł,28 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,0,0,1,173.0,21,18.10.2019,"Wynajmę mieszkanie 2 pokojowe, Wrocław, Księże Małe, ul. Rybnicka",562678991,https://www.olx.pl/oferta/wynajme-mieszkanie-2-pokojowe-wroclaw-ksieze-male-ul-rybnicka-CID3-IDC4VwB.html#192f0eb836;promoted
1 950 zł,420 zł,38 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Apartamentowiec,Tak,1,1,1,153.0,3,18.10.2019,"Bezpośrednio, Promenady Wr., dwupokojowe 38 m2 z balkonem i komórką.",562673615,https://www.olx.pl/oferta/bezposrednio-promenady-wr-dwupokojowe-38-m2-z-balkonem-i-komorka-CID3-IDC4W6T.html#8d69a9c43b
2 000 zł,500 zł,47 m²,2 pokoje,9,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,1308.0,2,18.10.2019,Wynajmę mieszkanie,517300158,https://www.olx.pl/oferta/wynajme-mieszkanie-CID3-IDz0xoV.html#8d69a9c43b
2 500 zł,600 zł,46 m²,2 pokoje,7,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,88.0,9,18.10.2019,Wyjątkowy apartament/Niesamowite widoki są w cenie,562661821,https://www.olx.pl/oferta/wyjatkowy-apartament-niesamowite-widoki-sa-w-cenie-CID3-IDC4S2F.html#8d69a9c43b
1 800 zł,400 zł,60 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Dom wolnostojący,Tak,0,0,0,87.0,13,17.10.2019,2-pok. m. dla trzech studentów blisko pl. Grunwaldzkiego,561126813,https://www.olx.pl/oferta/2-pok-m-dla-trzech-studentow-blisko-pl-grunwaldzkiego-CID3-IDBYqIt.html#8d69a9c43b
2 100 zł,400 zł,46 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,117.0,13,17.10.2019,Rozkładowe w spokojnej okolicy idealne dla rodziny,562659200,https://www.olx.pl/oferta/rozkladowe-w-spokojnej-okolicy-idealne-dla-rodziny-CID3-IDC4Rmo.html#8d69a9c43b
1 800 zł,450 zł,46 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,1,131.0,4,17.10.2019,Pierwszy najem / 2 pok. / balkon / Księże Wielkie,562659015,https://www.olx.pl/oferta/pierwszy-najem-2-pok-balkon-ksieze-wielkie-CID3-IDC4Rjp.html#8d69a9c43b
1 800 zł,1 800 zł,76 m²,2 pokoje,Parter,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Pozostałe,Tak,0,0,0,115.0,3,17.10.2019,Hala pow. 76 m z antresolą do wynajęcia od października,562659029,https://www.olx.pl/oferta/hala-pow-76-m-z-antresola-do-wynajecia-od-pazdziernika-CID3-IDC4RjD.html#8d69a9c43b
3 000 zł,1 zł,69 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Dom wolnostojący,Tak,0,0,0,50.0,6,17.10.2019,"Całe piętro, pełny rozkład w spokojnej okolicy",562658793,https://www.olx.pl/oferta/cale-pietro-pelny-rozklad-w-spokojnej-okolicy-CID3-IDC4RfP.html#8d69a9c43b
2 200 zł,350 zł,46 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,60.0,13,17.10.2019,Klimatyczne m. 2-p. wśród terenów zielonych,562658407,https://www.olx.pl/oferta/klimatyczne-m-2-p-wsrod-terenow-zielonych-CID3-IDC4R9B.html#8d69a9c43b
2 100 zł,400 zł,46 m²,2 pokoje,4,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,100.0,26,17.10.2019,Rozkładowe w spokojnej okolicy idealne dla rodziny,562657821,https://www.olx.pl/oferta/rozkladowe-w-spokojnej-okolicy-idealne-dla-rodziny-CID3-IDC4R09.html#a194f2a5dd
1 600 zł,1 zł,25 m²,Kawalerka,2,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Apartamentowiec,Tak,0,1,1,336.0,4,17.10.2019,Kawalerka Wrocław,562656888,https://www.olx.pl/oferta/kawalerka-wroclaw-CID3-IDC4QL6.html#a194f2a5dd
1 800 zł,400 zł,47 m²,3 pokoje,9,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,1,1,106.0,13,17.10.2019,Centrum - 3 pokoje - BALKON / KRZYKI / SKY TOWER,562653497,https://www.olx.pl/oferta/centrum-3-pokoje-balkon-krzyki-sky-tower-CID3-IDC4PSp.html#a194f2a5dd
2 490 zł,450 zł,42 m²,2 pokoje,6,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,0,0,1,49.0,+30,17.10.2019,2 pokoje na Starym Mieście,562652949,https://www.olx.pl/oferta/2-pokoje-na-starym-miescie-CID3-IDC4PJz.html#a194f2a5dd
2 000 zł,500 zł,48 m²,2 pokoje,2,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,122.0,+30,17.10.2019,"Wynajmę przytulne mieszkania na ul. Miłostowska, Wrocław, od listopada",562652118,https://www.olx.pl/oferta/wynajme-przytulne-mieszkania-na-ul-milostowska-wroclaw-od-listopada-CID3-IDC4Pva.html#a194f2a5dd;promoted
2 600 zł,700 zł,57 m²,3 pokoje,5,"Wrocław, Dolnośląskie, Stare Miasto",Biuro / Deweloper,Apartamentowiec,Tak,1,0,0,68.0,13,17.10.2019,3 pokoje na Grabiszyńskiej w nowej inwestycji.,562652092,https://www.olx.pl/oferta/3-pokoje-na-grabiszynskiej-w-nowej-inwestycji-CID3-IDC4PwK.html#a194f2a5dd
1 400 zł,640 zł,48 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Tak,0,1,1,333.0,27,17.10.2019,Psie Pole/Poświęcka Piękne Mieszkanie,562650753,https://www.olx.pl/oferta/psie-pole-poswiecka-piekne-mieszkanie-CID3-IDC4Pa9.html#a194f2a5dd
2 400 zł,600 zł,65 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Kamienica,Tak,0,0,0,49.0,13,17.10.2019,3 osobne pokoje na Hallera,562650255,https://www.olx.pl/oferta/3-osobne-pokoje-na-hallera-CID3-IDC4P27.html#a194f2a5dd
2 300 zł,500 zł,45 m²,2 pokoje,6,"Wrocław, Dolnośląskie, Śródmieście",Biuro / Deweloper,Blok,Tak,0,0,0,52.0,30,17.10.2019,2 osobne pokoje na pl. Grunwaldzkim,562649615,https://www.olx.pl/oferta/2-osobne-pokoje-na-pl-grunwaldzkim-CID3-IDC4ORN.html#a194f2a5dd
2 200 zł,600 zł,52 m²,3 pokoje,,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Blok,Tak,0,0,0,76.0,18,17.10.2019,3 pokojowe mieszkanie obok Sky Towera,562648305,https://www.olx.pl/oferta/3-pokojowe-mieszkanie-obok-sky-towera-CID3-IDC4OvF.html#a194f2a5dd
1 850 zł,1 850 zł,20 m²,Kawalerka,4,"Wrocław, Dolnośląskie, Stare Miasto",Osoby prywatnej,Blok,Tak,0,0,1,163.0,9,17.10.2019,Kawalerka - Plac Muzealny,562647386,https://www.olx.pl/oferta/kawalerka-plac-muzealny-CID3-IDC4OhQ.html#a194f2a5dd;promoted
3 000 zł,885 zł,73 m²,4 i więcej,5,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Kamienica,Tak,1,1,0,78.0,27,17.10.2019,"Wysoki standard - Śródmieście / Politechnika, Medyczny",562646912,https://www.olx.pl/oferta/wysoki-standard-srodmiescie-politechnika-medyczny-CID3-IDC4Oac.html#a194f2a5dd
1 800 zł,1 zł,27 m²,Kawalerka,Parter,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Dom wolnostojący,Tak,0,0,0,545.0,27,17.10.2019,Piękna kawalerka z ogrodem 5km od rynku!,562646693,https://www.olx.pl/oferta/piekna-kawalerka-z-ogrodem-5km-od-rynku-CID3-IDC4O6F.html#a194f2a5dd
2 300 zł,650 zł,50 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,0,0,0,68.0,30,17.10.2019,10 minut do Rynku - SZCZEPIN - 3 osobne umeblowane pokoje,562644539,https://www.olx.pl/oferta/10-minut-do-rynku-szczepin-3-osobne-umeblowane-pokoje-CID3-IDC4NxW.html#a194f2a5dd;promoted
2 400 zł,430 zł,49 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,1,0,1,113.0,13,17.10.2019,Wynajme mieszkanie 2-pokojowe we Wrocławiu,562641794,https://www.olx.pl/oferta/wynajme-mieszkanie-2-pokojowe-we-wroclawiu-CID3-IDC4MPE.html#a194f2a5dd
2 350 zł,1 zł,44 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Blok,Tak,1,0,1,50.0,22,17.10.2019,Do wynajęcia ładne mieszkanie 2-u pokojowe ul. Bzowa,562640041,https://www.olx.pl/oferta/do-wynajecia-ladne-mieszkanie-2-u-pokojowe-ul-bzowa-CID3-IDC4Mnn.html#a194f2a5dd
1 300 zł,1 zł,35 m²,Kawalerka,1,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Dom wolnostojący,Tak,0,0,0,790.0,4,17.10.2019,Kawalerka Wrocław Kiełczów z dużą antresolą,502443420,https://www.olx.pl/oferta/kawalerka-wroclaw-kielczow-z-duza-antresola-CID3-IDy0cu8.html#a194f2a5dd
1 700 zł,600 zł,34 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Blok,Tak,0,0,1,446.0,3,17.10.2019,"Okolice Sky Tower, po generalnym remoncie, dwa pokoje, nowoczesne",562633860,https://www.olx.pl/oferta/okolice-sky-tower-po-generalnym-remoncie-dwa-pokoje-nowoczesne-CID3-IDC4KLG.html#a194f2a5dd;promoted
2 450 zł,500 zł,53 m²,3 pokoje,1,"Wrocław, Dolnośląskie, Krzyki",Biuro / Deweloper,Dom wolnostojący,Tak,0,0,0,98.0,11,17.10.2019,Zależy na wysokim standardzie? Zapraszam!!!,562633295,https://www.olx.pl/oferta/zalezy-na-wysokim-standardzie-zapraszam-CID3-IDC4KCz.html#a194f2a5dd
2 050 zł,650 zł,80 m²,3 pokoje,Parter,"Wrocław, Dolnośląskie, Krzyki",Osoby prywatnej,Apartamentowiec,Tak,1,0,0,96.0,27,17.10.2019,"Komfortowe 3 pokojowe bezposrednio, Gaj Grota/Przystankowa",535799975,https://www.olx.pl/oferta/komfortowe-3-pokojowe-bezposrednio-gaj-grota-przystankowa-CID3-IDAga35.html#a194f2a5dd
1 700 zł,300 zł,38 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Śródmieście",Osoby prywatnej,Kamienica,Tak,0,0,0,161.0,+30,17.10.2019,Dostępne od 30 XI dwupokojowe mieszkanie,509559449,https://www.olx.pl/oferta/dostepne-od-30-xi-dwupokojowe-mieszkanie-CID3-IDyu3GN.html#a194f2a5dd
1 700 zł,"0,01 zł",45 m²,Kawalerka,Suterena,"Wrocław, Dolnośląskie, Fabryczna",Osoby prywatnej,Szeregowiec,Tak,0,0,0,145.0,12,17.10.2019,Do wynajęcia dół domku jednorodzinnego w zabudowie szeregowej - bez do,562619599,https://www.olx.pl/oferta/do-wynajecia-dol-domku-jednorodzinnego-w-zabudowie-szeregowej-bez-do-CID3-IDC4H3F.html#a194f2a5dd
2 000 zł,500 zł,40 m²,2 pokoje,1,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Apartamentowiec,Tak,0,1,0,201.0,3,17.10.2019,2-pokojowe mieszkanie ul. Zakładowa/2-ух комнатная квартира Закладова,562615362,https://www.olx.pl/oferta/2-pokojowe-mieszkanie-ul-zakladowa-2-CID3-IDC4FXk.html#fec83b520c
1 750 zł,350 zł,22 m²,Kawalerka,3,"Wrocław, Dolnośląskie, Psie Pole",Osoby prywatnej,Blok,Tak,1,1,1,193.0,9,17.10.2019,"Kawalerka w nowym budynku z tarasem, 1 km od Rynku, ul. Pułaskiego!!!",562610360,https://www.olx.pl/oferta/kawalerka-w-nowym-budynku-z-tarasem-1-km-od-rynku-ul-pulaskiego-CID3-IDC4EEE.html#fec83b520c
1 800 zł,550 zł,"48,50 m²",2 pokoje,Parter,"Wrocław, Dolnośląskie, Fabryczna",Biuro / Deweloper,Blok,Tak,1,0,0,248.0,8,17.10.2019,Maślice/ apartament 2 pok z osobną kuchnią/ 48 m2,562609722,https://www.olx.pl/oferta/maslice-apartament-2-pok-z-osobna-kuchnia-48-m2-CID3-IDC4Eum.html#fec83b520c
