,city,job_title,company_name,location,summary,salary
753,Atlanta,Data Migration Specialist (Research Scientist) - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318",Nothing found,"Full-time, permanent position available starting immediately. Looking for a database migration specialist with 7+ years of experience...."
754,Atlanta,"Senior Data Scientist - 360i, Atlanta",360i,"Atlanta, GA 30306 (Virginia-Highland area)",Nothing found,"The Sr. Data Scientist will work directly with 360i clients, media teams, and account leadership to improve marketing programs’ performance with advanced..."
755,Atlanta,Senior Data Scientist,Equifax,"Atlanta, GA 30309 (Midtown area)",Nothing found,"Equifax empowers businesses and consumers across the world with information they can trust. With a strong heritage of innovation and leadership, we leverage our..."
756,Atlanta,Research Data Scientist Manager,Avanade,"Atlanta, GA","$101,000 - $150,000 a year (Indeed est.)",Avanade is looking for a Data Scientist to support an important internal initiative. You should be adept at using large data sets to find correlations between...
757,Atlanta,Machine Learning Scientist,Intuitive Surgical,"Norcross, GA",Nothing found,Primary Location:. United States-Georgia-US-GA-Norcross. Requisition ID:. Company Description:....
758,Atlanta,Senior Data Scientist,Gallup,"Atlanta, GA",Nothing found,"Explore new avenues of social research with data no one else in the world has. As a senior data scientist at Gallup, you’ll help clients effectively use data to..."
759,Atlanta,Statistical Data Analyst,State of Georgia,"Atlanta, GA 30303 (Five Points area)",Nothing found,"(Hiring salary will be based on experience, credentials, pay equity, and statewide rules). GENERAL DESCRIPTION:...."
760,Atlanta,Sr. Data Scientist,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Nothing found,"Data Scientist. We’re the obstacle overcomers, the problem get-arounders. From figuring it out to getting it done… our innovative culture demands “yes and how!”..."
761,Atlanta,Senior Data Scientist,Gallup,"Atlanta, GA",Nothing found,"Explore new avenues of social research with data no one else in the world has. As a senior data scientist at Gallup, you’ll help clients effectively use data to..."
762,Atlanta,"Data Science Team Lead, Advanced Analytics",Inspire Brands,"Atlanta, GA 30338",Nothing found,The Advanced Analytics team goal is to deliver extraordinary support to our brands. We are responsible for building proprietary data and analytics capabilities...
763,Atlanta,Data Scientist,CIOX Health,"Alpharetta, GA 30005",Nothing found,"Who we are…. Ciox Health, a health technology company, is dedicated to improving U.S. Health outcomes by transforming clinical data into actionable insights...."
764,Atlanta,"Associate, Data Scientist, Financial Services",KPMG,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
765,Atlanta,Sr. Data Scientist,C. R. Bard,"Atlanta, GA",Nothing found,Job Description Summary. Job Description. The Sr. Data Scientist is driven by an interest in solving complex problems through data exploration and analysis....
766,Atlanta,Senior Data Scientist,Equifax,"Atlanta, GA 30309 (Midtown area)",Nothing found,Equifax is a market leader in providing total information solutions to businesses and consumers. Our products and services help companies minimize their...
767,Atlanta,Fraud Strategy Analyst,SunTrust,"Atlanta, GA",Nothing found,"Performs sophisticated data analytics (encompassing data mining, inferential statistical analysis, and predictive analytics) for fraud detection team...."
768,Atlanta,Data Scientist,Intercontinental Exchange,"Atlanta, GA 30328",Nothing found,"The Data Analytics team is seeing a dynamic, self-motivated Data Scientist, who is able to work independently on data analysis, datamining, report development..."
769,Atlanta,"Senior Data Scientist, Online",The Home Depot,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"POSITION PURPOSE. At HomeDepot.com, our award-winning e-Commerce team is blazing a trail of retail shopping innovation by leveraging cutting-edge technology..."
770,Atlanta,"Senior Data Scientist - 360i, Atlanta",Dentsu Aegis Network,"Atlanta, GA",Nothing found,"Job Title: Senior Data Scientist - 360i, Atlanta Job Description: The Sr. Data Scientist will work directly with 360i clients, media teams, and account..."
771,Atlanta,Entry/Junior Engineer/Scientist - IR & Radar Signal/Data Processing Algorithm Development - SEAL,Georgia Tech Research Institute,"Smyrna, GA",Nothing found,The Sensors & Electromagnetic Applications Laboratory (SEAL) of the Georgia Tech Research Institute (GTRI) is seeking entry and junior level engineers...
772,Atlanta,"Senior Data Scientist, Online",The Home Depot,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"POSITION PURPOSE. At HomeDepot.com, our award-winning e-Commerce team is blazing a trail of retail shopping innovation by leveraging cutting-edge technology..."
773,Atlanta,Data Scientist Pricing Manager,Greensky,"Atlanta, GA","Similar jobs pay $108,000 - $160,000 a year","The Data Scientist Manager role in the pricing group will be responsible for turning data into actionable insights to make pricing decisions, including but not..."
774,Atlanta,"Lead, People Analytics/Data Science",Deloitte,"Atlanta, GA 30303 (Five Points area)","Similar jobs pay $109,000 - $162,000 a year","Lead, People Analytics/Data Science. Works closely with other People Analytics team members to support defined projects that enhance the firm’s performance,..."
775,Atlanta,Director HR Data and Insights,WestRock,"Atlanta, GA 30336",Nothing found,WestRock (NYSE:. WRK) partners with our customers to provide differentiated paper and packaging solutions that help them win in the marketplace....
776,Atlanta,Data Scientist,Regions Bank,"Atlanta, GA","Similar jobs pay $106,000 - $156,000 a year","At Regions, the Data Scientist works with multiple teams of data scientists, analysts and visualization experts mentoring junior data scientist as well as..."
777,Atlanta,Principal Data Scientist,ITL USA,"Atlanta, GA",Nothing found,"Infosys Consulting, the management and technology consulting unit of Infosys Ltd, is seeking Data Scientists at a Principal Consultant Level...."
778,Atlanta,"Senior Data Scientist - 360i, Atlanta",Dentsu Aegis Network,"Atlanta, GA",Nothing found,"Job Title: Senior Data Scientist - 360i, Atlanta Job Description: The Sr. Data Scientist will work directly with 360i clients, media teams, and account..."
779,Atlanta,"Associate, Data Scientist, NLP, Financial Services",KPMG,"Atlanta, GA 30301 (Buckhead area)","Similar jobs pay $75,000 - $111,000 a year","Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
780,Atlanta,Subject Matter Expert (Data Scientist)/ Data Modeler,EIS,"Atlanta, GA 30339",Nothing found,"EIS was founded to challenge the IT project status quo. Our innovative approach to delivering successful projects allows clients, and not technology, to drive..."
781,Atlanta,"Senior Data Scientist - 360i, Atlanta",360i,"Atlanta, GA 30306 (Virginia-Highland area)",Nothing found,"The Sr. Data Scientist will work directly with 360i clients, media teams, and account leadership to improve marketing programs’ performance with advanced..."
782,Atlanta,"Senior Associate, Data Scientist, Machine Learning",KPMG,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
783,Atlanta,MGR DATA SCIENCE AND ANALYTICS,The Home Depot,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"POSITION PURPOSE. The Mgr, Data Science & Analytics is responsible for leading a team of analysts and data scientist providing analytical and data science..."
784,Atlanta,"Senior Solution Architect, Master Data",The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Nothing found,Job ID: R-30470 Job Description Summary Location(s): United States of America City/Cities: Atlanta Travel Required: Relocation Provided: Job Posting End...
785,Atlanta,Director IT - Data Science & Strategy,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Nothing found,Job ID: R-30162 Job Description Summary Location(s): United States of America City/Cities: Atlanta Travel Required: Relocation Provided: Job Posting End...
786,Atlanta,Data Scientist – Global Identity and Fraud,Equifax,"Atlanta, GA 30309 (Midtown area)","$106,000 - $157,000 a year (Indeed est.)","Equifax empowers businesses and consumers with information they can trust. With a strong heritage of innovation and leadership, we leverage our unique data,..."
787,Atlanta,"Associate, Data & Analytics Modeler Machine Learning - FS",KPMG,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
788,Atlanta,Senior Data Analyst,Informa,"Atlanta, GA 30339",Nothing found,"Senior Analyst, Data Analytics | Informa - Industry & Infrastructure | Atlanta, GA. The Senior Analyst is an owner of Asset Intelligence data products and a..."
789,Atlanta,Sr. Data Analyst,SITA,"Atlanta, GA",Nothing found,"Work Location:. Americas-United States-Atlanta. Responsible for the design, development, automation, and optimization PSS infrastructure specific reporting and..."
790,Atlanta,Data Scientist - Artificial Intelligence - Consultant - Atlanta,Capgemini,"Atlanta, GA","$98,000 - $145,000 a year (Indeed est.)","The Data Science & Analytics practice group at Capgemini is expanding its footprint rapidly. As part of the fastest growing digital practice within Capgemini,..."
791,Atlanta,Sr. Data Scientist,"U.S. Xpress Enterprises, Inc.","Atlanta, GA",Nothing found,"Data Scientist will identify business trends and problems through complex big data analysis. Prepares big data, implements data models and develops database to..."
792,Atlanta,Director HR Data and Insights,WestRock,"Atlanta, GA 30336",Nothing found,"As someone with passion and expertise in data and predictive analytics, you will be a champion for data, bring intellectual curiosity about data, deliver value..."
793,Atlanta,"Senior Data Scientist - 360i, Atlanta",Dentsu Aegis Network,"Atlanta, GA",Nothing found,"Senior Data Scientist - 360i, Atlanta. Data Scientist will work directly with 360i clients, media teams, and account leadership to improve marketing programs’..."
794,Atlanta,System Optimization Data Scientist,UCB S.A.,"Atlanta, GA","$100,000 - $147,000 a year (Indeed est.)",Monitor and analyze the outputs and data pipelines of the data warehouse to identify opportunities for system optimization and improvement....
795,Atlanta,Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA 30350","$95,000 - $141,000 a year (Indeed est.)","Data Scientist – Business Intelligence. Director, Data Science. Reporting to the Lead Data Scientist within the Supply Chain Transformation Office...."
796,Atlanta,Corporate Investment Quantitative Finance Analyst,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",Nothing found,"Understanding of Business Intelligence solutions, preferably with hands-on experience in Tableau or similar tools, data visualization experience a big plus...."
797,Atlanta,"Senior Data Scientist - 360i, Atlanta",360i,"Atlanta, GA 30306 (Virginia-Highland area)",Nothing found,"Data Scientist will work directly with 360i clients, media teams, and account leadership to improve marketing programs’ performance with advanced analytics...."
798,Atlanta,Research Scientist (PVA# 43560),Georgia Tech,"Atlanta, GA",Nothing found,"Research Scientist (PVA# 43560)(Job Number:. Specifically, the research scientist will work closely with Dr...."
799,Atlanta,"Senior Associate, Data Scientist, Machine Learning",KPMG,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"Minimum of two years of experience leading work streams with at least two data scientists, engineers, and other data & analytics professionals, including..."
800,Atlanta,MGR DATA SCIENCE AND ANALYTICS,The Home Depot,"Atlanta, GA 30301 (Buckhead area)",Nothing found,"The Mgr, Data Science & Analytics is responsible for leading a team of analysts and data scientist providing analytical and data science support to the..."
801,Dallas,Data Scientist,Fannie Mae,"Plano, TX 75086",Nothing found,"Using mathematical models drawn from Economics, Statistics, probability theory, or pure mathematics, develop models of how existing or possible assets, products..."
802,Dallas,Data Scientist I,Christus Health,"Irving, TX 75038",Nothing found,"The Data Scientist I is responsible for discovering information hidden in vast amounts of data through design, development and implementation of optimal..."
803,Dallas,Jr Data Scientist,HMS,"Irving, TX",Nothing found,"We are seeking a talented individual for a Junior Data Scientist position. The successful candidate will have 1-2 years of experience in working with big data,..."
804,Dallas,Data Scientist,Copart,"Dallas, TX 75254 (Far North area)",Nothing found,Copart is looking for a data scientist who will work closely with IT and various other departments to drive insight into data and deliver machine learning...
805,Dallas,PRT Data Scientist,Drillinginfo,"Dallas, TX 75219 (Oak Lawn area)",Nothing found,Why YOU want this position. Drillinginfo delivers business-critical insights to the global energy industry through a state-of-the-art SaaS platform built on...
806,Dallas,Data Scientist II (TX),AAA Texas,"Coppell, TX 75019",Nothing found,"Together, we make a difference. If you are a career-minded, service-driven professional looking to join a fast paced organization then you have come to the..."
807,Dallas,Data Scientist,Bank of America,"Addison, TX 75001",Nothing found,"As a System/Data Security Analyst, you would be an individual contributor responsible for providing operational and procedural support to provision and maintain..."
808,Dallas,Data Scientist,BNSF Logistics LLC (BNSFL),"Dallas, TX",Nothing found,The Data Scientist will support our business teams with insights gained from analyzing both company and external market data....
809,Dallas,Data Scientist,Mediocre,"Carrollton, TX 75010",Nothing found,A Mediocre Corporation is looking for extraordinary Data Scientists to work alongside our teams in order to provide analytical support to a variety of projects ...
810,Dallas,Data Scientist,Alagar,"Plano, TX 75025",Nothing found,We are looking for exceptional talent in the data science and analytics area to help our clients realize value from their data....
811,Dallas,Data Scientist,State Farm,"Dallas, TX 75202 (City Center District area)",Nothing found,Requisition ID: req7350 Job Title: Data Scientist Number of Openings: 1 Job Category: Professional/Technical Employment Type: Regular Full-Time Shift:...
812,Dallas,Data Scientist,Southern Methodist University,"Dallas, TX 75205 (Highland Park area)",Nothing found,Data Scientist - (MEA00000043). Salary Range:. Salary commensurate with experience and qualifications. Job Summary:....
813,Dallas,Sr Data-Applied Scientist-PCCI,Parkland Health and Hospital System,"Dallas, TX 75201",Nothing found,"Looking for your next opportunity? If so, choose PCCI and discover what a meaningful job feels like. Whether you work directly with patients or use your talent..."
814,Dallas,PRT Data Scientist,Drillinginfo,"Dallas, TX 75219 (Oak Lawn area)",Nothing found,Why YOU want this position. Drillinginfo delivers business-critical insights to the global energy industry through a state-of-the-art SaaS platform built on...
815,Dallas,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Dallas, TX",Nothing found,"A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)...."
816,Dallas,"Director, Data Scientist",Dynata,"Plano, TX",Nothing found,This is a fantastic opportunity to work with petabyte streaming data exchanges and real-time data transformation technologies....
817,Dallas,Data Scientist,"J.C. Penney Corporation, Inc.","Plano, TX 75075",Nothing found,"At JCPenney, we share a passion for serving customers, supporting our communities and being the best retailer for all families...."
818,Dallas,Sr Data Scientist,HMS,"Irving, TX",Nothing found,We are seeking a talented individual for a Sr Data Scientist position. This role is a hands-on role in developing data science models for large-scale analytics...
819,Dallas,Data Scientist,Infostretch Corporation,"Dallas, TX",Nothing found,Infostretch is looking for a Data Scientist with minimum 3+ years of experience in Modeling. Job Description. Essential Duties and Responsibilities....
820,Dallas,Data Scientist,DTCC,"Dallas, TX",Nothing found,"The candidate is primarily responsible for designing, developing, testing, and maintaining quantitative models or tools and performing analyses for risk..."
821,Dallas,Data Scientist,Alagar,"Plano, TX 75025",Nothing found,"Skills in SQL, Python, R, java, SPSS and similar technologies. We are looking for exceptional talent in the data science and analytics area to help our clients..."
822,Dallas,Research Analyst,Hanley Wood,"Dallas, TX",$12 an hour,You’ll apply breadth and depth of knowledge and vision to shape our industry. Follow us on Social Media:. Communicate with our research team on your progress....
823,Dallas,Data Scientist/Transportation Analytics,"J.C. Penney Corporation, Inc.","Plano, TX 75075",Nothing found,Working knowledge of JAVA and CSS. Acquires data from primary or secondary data sources and maintain databases/data systems....
824,Dallas,Research Enrollment Analyst I Oncology,Baylor Scott & White Health,"Dallas, TX",Nothing found,Benefits may vary based upon position type and/or level. Â§ Benefits â Our competitive benefits package includes*:. Â§ Shift/Schedule â Day Shift....
825,Dallas,Distinguished Data Scientist,Verizon,"Irving, TX 75038",Nothing found,"This is a senior level technical role in the company. Proficient in Python, Spark, SQL, Linux shell script. You are an accomplished data scientist, a recognized..."
826,Dallas,Data Scientist,State Farm,"Dallas, TX 75202 (City Center District area)",Nothing found,"Develop expertise with State Farm datasets, data repositories, and data movement processes. Prepares and manipulates data for use in development of statistical..."
827,Dallas,Sr. Data Scientist,Abbott Laboratories,"Irving, TX 75038",Nothing found,"Understanding of machine learning algorithms and advanced statistics such as:. Utilize technologies to collect, clean, analyze, predict, and effectively..."
828,Dallas,Research Analyst I GI Research,Baylor Scott & White Health,"Dallas, TX",Nothing found,Â§ 5 â 8 years experience. Benefits may vary based upon position type and/or level. Â§ Benefits â Our competitive benefits package includes*:....
829,Dallas,"Director, Data Scientist",Dynata,"Plano, TX",Nothing found,"Significant experience with cloud based service options and emerging service trends such as AWS Redshift, EMR, Spark...."
830,Dallas,Research Scientist,UT Southwestern Medical Center,"Dallas, TX",Nothing found,"Designs, develops, or adapts equipment used in experiments or research to obtain desired results. Compiles, writes, and submits research results to supervisor...."
831,Dallas,Data Scientist,Mediocre,"Carrollton, TX 75010","Similar jobs pay $106,000 - $157,000 a year",Years of experience as a Data Scientist working closely with business stakeholders to give actionable insights. We’re looking for someone who has:....
832,Dallas,Senior Quality - Data Scientist,Abbott Laboratories,"Irving, TX 75038",Nothing found,"The successful candidate will bring their expertise in data analysis along with innovative ideas, a passion for data quality, and a can-do attitude to help..."
833,Dallas,Contributor Data Scientist,Sabre,"Southlake, TX 76092",Nothing found,"Ability to wrangle large amounts of data, draw insights, and summarize for business communication. A passion to explore, identify, and solve real business..."
834,Dallas,Distinguished Data Scientist,Verizon,"Irving, TX 75038","Similar jobs pay $95,000 - $140,000 a year",Be a subject matter expert on machine learning and predictive modeling and a mentor to junior data scientists. You are a master at analyzing big data....
835,Dallas,Sr Data Scientist,Ericsson,"Plano, TX",Nothing found,"Mentor junior data scientists on technologies, methodologies and best-practices. 5 to 7 years of Applied Data Science experience...."
836,Dallas,Principal Data Scientist,"J.C. Penney Corporation, Inc.","Plano, TX 75075",Nothing found,"Principal Data Scientist – Corporate Strategy Department. Extend/augment company data with third party data, enhance data collection procedures to include..."
837,Dallas,Data Scientist,Alagar,"Plano, TX 75025","Similar jobs pay $91,000 - $134,000 a year",We are looking for exceptional talent in the data science and analytics area to help our clients realize value from their data....
838,Dallas,Principal Data Scientist - Telecommute,UnitedHealth Group,"Dallas, TX 75215 (South Boulevard-Park Row area)",Nothing found,You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working...
839,Dallas,Sr. Data Scientist,Abbott Laboratories,"Irving, TX 75038",Nothing found,"Able to train and develop junior data scientists and provide technical/analytical guidance when needed. Organizing, structuring data), working with databases or..."
840,Dallas,Principal Data Scientist,Verizon,"Irving, TX 75038",Nothing found,"As a Principal Data Scientist, your primary responsibility is centered on leading the retention & loyalty strategy for the channel enablement group...."
841,Dallas,Principal Data Scientist,Sabre,"Southlake, TX 76092",Nothing found,"The Principal Data Scientist applies expert level statistical analysis, data modeling, and predictive analysis on strategic and operational problems in airline..."
842,Dallas,Principal Data Scientist - Telecommute,UnitedHealth Group,"Dallas, TX 75215 (South Boulevard-Park Row area)",Nothing found,You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working...
843,Dallas,Data Scientist,Infostretch Corporation,"Dallas, TX",Nothing found,Infostretch is looking for a Data Scientist with minimum 3+ years of experience in Modeling. Job Description. Essential Duties and Responsibilities....
844,Dallas,Field Scientist/Geologist - Site Investigation/Remediation Group,Terracon,"Dallas, TX 75247 (Northwest Dallas area)",Nothing found,"Perform site visits, field observations and field data collection or assignments. Implements technical requirements to complete client projects by directing..."
845,Dallas,Lead Data Scientist,ITL USA,"Plano, TX",Nothing found,"Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. In the role of Technology Lead - Data Scientist , you will interface with key..."
846,Dallas,Senior Data Scientist,Ericsson,"Plano, TX",Nothing found,Responsibilities for Data Scientist. To manipulate data and draw insights from large data sets. Do you want to join Ericsson’s global team of Data Scientists...
847,Dallas,COMPUTATIONAL SCIENTIST,UT Southwestern Medical Center,"Dallas, TX",Nothing found,"The Computational Scientist will:. Develop software and methods to explore, analyze and visualize biological data sets including genomic, imaging and protein..."
848,Dallas,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Dallas, TX",Nothing found,Our Data Scientists can live in any location that has an AWS office. Experience giving data presentations. Experience using data visualization tools....
849,Dallas,Research Scientist,University of Texas at Dallas,"Richardson, TX 75080",Nothing found,"Responsible for the evaluation and interpretation of research data. Involved in all experimental design, data collection, analysis, and preparation of..."
850,Dallas,Sr. Data Scientist,Abbott Laboratories,"Irving, TX 75038",Nothing found,"Able to train and develop junior data scientists and provide technical/analytical guidance when needed. Organizing, structuring data), working with databases or..."
851,Dallas,"Staff Engineer I, Machine Learning",Samsung Electronics,"Plano, TX",Nothing found,"Position Summary. Manage the design, execution, and measurement of major data initiatives across all customer-facing channels...."
852,Dallas,"Senior Data Scientist - Dallas, TX","CGI Group, Inc.","Dallas, TX 75201",Nothing found,Meet our professionals. Committed to helping its professionals and clients. Position Description:. This position is responsible for business consulting...
853,Dallas,Data Scientist,ITL USA,"Richardson, TX","$87,000 - $128,000 a year (Indeed est.)","In the role of Data Scientist with Infosys, you will interface with key stakeholders and apply your technical proficiency in machine learning, Python, R and..."
854,Dallas,Data & ML Engineer,"Amazon Web Services, Inc.","Dallas, TX",Nothing found,"Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field...."
855,Dallas,Data Scientist,Infostretch Corporation,"Dallas, TX","$86,000 - $127,000 a year (Indeed est.)",Infostretch is looking for a Data Scientist with minimum 3+ years of experience in Modeling. Job Description. Essential Duties and Responsibilities....
856,Dallas,Data Scientist,Trianz,"Dallas, TX","$100,000 - $147,000 a year (Indeed est.)","Job Title:. Data Scientist. San Francisco, CA, Dallas, TX, Manchester, NH. About Trianz...."
857,Dallas,Principal Data Scientist,Sabre,"Southlake, TX 76092",Nothing found,"Job Description. The Principal Data Scientist applies expert level statistical analysis, data modeling, and predictive analysis on strategic and operational..."
858,Dallas,Manager- Pricing Data Science,Michaels,"Irving, TX 75063","$107,000 - $157,000 a year (Indeed est.)","Job Description:. Why Work for Us? The Michaels Companies, Inc., is North America’s largest. Arts and crafts specialty retailer, with more than 1,300...."
859,Dallas,Sr Data Analyst,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Richardson, TX",Nothing found,Data Analyst – Health Analytics Consumption. BASIC FUNCTION:. This position is responsible for developing requirements related to data and reporting for the...
860,Dallas,Principal Data Scientist,Ericsson,"Plano, TX",Nothing found,"Jun 21, 2019. Ericsson Overview:. Ericsson is world’s leading provider of communications technology and services...."
861,Dallas,Quantitative Analyst / AVP,Citi,"Irving, TX 75039",Nothing found,"Ability to analyze data and grasp issues, draw conclusions, and identify trends. Attention to detail to ensure precision of data and overall quality of outputs...."
862,Dallas,Data Scientist,Alagar,"Plano, TX 75025","Similar jobs pay $91,000 - $134,000 a year",We are looking for exceptional talent in the data science and analytics area to help our clients realize value from their data....
863,Dallas,Senior Quantitative Analyst,Avant Systems,"Dallas, TX 75234","$93,538 a year",An H-1B nonimmigrant worker is being sought by Avant Systems through the filing of a Labor Condition Application with the Employment and Training Administration...
864,Dallas,Data Scientist,ITL USA,"Richardson, TX","Similar jobs pay $87,000 - $128,000 a year","Experience in common data science toolkits, such as R, Python Data Science Libraries, MatLab. Experience in machine learning and data analytics...."
865,Dallas,Data Scientist: Natural Language Processing (NLP)/ML & Text Analytics,Bank of America,"Addison, TX 75001",Nothing found,"5+ years of professional experience as a data scientist. Experience in setting up supervised & unsupervised learning ML/NLP models including data cleaning, data..."
866,Dallas,Operations Research Analyst II,Bank of America,"Dallas, TX 75207 (Near East area)",Nothing found,Responsible for identifying data requirements and gathering data through automated or manual techniques to support resource optimization models....
867,Dallas,"Senior Data Scientist - Dallas, TX",CGI Veterans Jobs,"Dallas, TX",Nothing found,"Senior Data Scientist - Dallas, TX. Perform data exploration and data mining. Our Data Scientist will work to understand high value opportunities and identify..."
868,Dallas,Data Scientist,Integrity Applications Incorporated,"Arlington, TX","Similar jobs pay $102,000 - $151,000 a year","Centauri is seeking a highly skilled data scientist to meet the following requirements:. Demonstrated experience collecting, tracking, and integrating multiple..."
869,Dallas,Principal Data Scientist,Sabre,"Southlake, TX 76092",Nothing found,"The Principal Data Scientist applies expert level statistical analysis, data modeling, and predictive analysis on strategic and operational problems in airline..."
870,Dallas,Quantitative Analyst- Strategy Officer,Citi,"Irving, TX 75039",Nothing found,"The Quantitative Analyst will also be required to support the ongoing innovation initiatives for QRS, specifically pertaining to the common data infrastructure..."
871,Dallas,Machine Learning Engineer,Bank of America,"Plano, TX 75024",Nothing found,This is a Machine Learning Engineer role in Bank of America Conversational Commerce development team in Plano TX. 2+ of Java and Python development....
872,Dallas,Senior Data Scientist and Engineer,Verizon,"Irving, TX 75038",Nothing found,Verizon Digital team is seeking a Senior AI Engineer to help us develop our next generation verizon.ai system of insight (SOI) platform who is highly talented...
873,Dallas,SIRT TMC Sec Data Scientist - Security Incident Response Team,Goldman Sachs,"Dallas, TX 75201",Nothing found,"Goldman Sachs Technology Risk is leading threat, risk analysis and data science initiatives. That are helping to protect the firm and our clients from..."
874,Dallas,Machine Learning Engineer,Verizon,"Irving, TX 75038",Nothing found,"Verizon is standing up a new team focusing on Emerging Technologies to deliver building blocks for the various teams in the Verizon Consumer Group (VCG), the..."
875,Dallas,Senior Business Data Analyst,Intuit,"Plano, TX 75086",Nothing found,This analyst role is a full-time position in the PCG Analytics & Data organization. The role primarily supports Sales and Marketing activities which include...
876,Dallas,Big Data Machine Learning Developer,Verizon,"Irving, TX 75038",Nothing found,The Global Security Operations Center (GSOC) is part of Security. The mission of the GSOC is to protect the brand equity of Verizon by communicating cyber...
877,Dallas,"Sr. Associate, Data Scientist, NLP",KPMG,"Dallas, TX 75201",Nothing found,"Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
878,Dallas,Department Data Analyst Sr.,UT Southwestern Medical Center,"Dallas, TX",Nothing found,"This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record information...."
879,Dallas,"Principal Associate, Data Science",Capital One,"Plano, TX 75086",Nothing found,"Plano Town Center (31064), United States of America, Plano, Texas. At Capital One, we’re building a leading information-based technology company...."
880,Dallas,Sr Data Science Consultant,JDA Software,"Dallas, TX",Nothing found,The Senior Data Science Consultant shapes 21st-century retailing by assuming responsibility for the individualized configuration of the AI/ML-solutions operated...
881,Dallas,Fraud Senior Data Scientist,Bank of America,"Fort Worth, TX 76155 (Eastside area)",Nothing found,The Client Protection Organization is looking for an experienced data scientist to join our team as a Senior Fraud Data Scientist. Data Science....
882,Dallas,"Manager, Data Science",Capital One,"Plano, TX 75086","$111,000 - $163,000 a year (Indeed est.)","Manager, Data Science. Bachelor’s Degree plus 4 years of experience in data analytics, or Master’s Degree plus 2 years of experience in data analytics, or PhD...."
883,Dallas,Computer and Information Research Scientists (Business Analyst),Expedent,"Irving, TX",Nothing found,"Facilitate requirements workshops, documenting detailed functional, technical, reporting & data requirements. You will be asked to provide guidance across data,..."
884,Dallas,"Director, Data Science",HMS,"Irving, TX",Nothing found,7+ years of industry experience in Data Science/Machine Learning as a mid-senior data scientist/technical lead developing ML models with business impact....
885,Dallas,COMPUTER SCIENTIST,UT Southwestern Medical Center,"Dallas, TX",Nothing found,"Redesigns the logic of codes written by other programmers and scientists. Analyzes, curates, and debugs codes written by other programmers and scientists...."
886,Dallas,Statistical Analyst,American Heart Association,"Dallas, TX 75219 (Oak Lawn area)",Nothing found,Conducts data analysis with quantitative and qualitative data. Develops and manages data dictionaries and documentation of data reporting standards....
887,Dallas,Senior Data Scientist,ITL USA,"Richardson, TX",Nothing found,"Required Senior Data Scientist Qualifications:. Preferred Senior Data Scientist Qualifications:. Experience in common data science toolkits, such as R, Python..."
888,Dallas,Big Data Machine Learning Developer,Verizon,"Irving, TX 75038",Nothing found,Data Collection. Cleanse and process large raw data sets using Hadoop ecosystem and RDBMS technologies. Help with ad-hoc requests from business partners for...
889,Dallas,Big Data Engineering,JP Morgan Chase,"Lewisville, TX 75067",Nothing found,Experience working with Data Scientists. Expertise in Data governance and Data Quality. Experience working with PCI Data is a plus....
890,Dallas,Big Data Engineer,JP Morgan Chase,"Lewisville, TX 75067",Nothing found,Experience working with Data Scientists. Expertise in Data governance and Data Quality. Experience working with PCI Data is a plus....
891,Dallas,Data Engineer - Center for Machine Learning,Capital One,"Plano, TX 75086",Nothing found,"Data Engineer - Center for Machine Learning. As a Data Engineer in C4ML, you will build fast data and machine learning solutions to address some of the many..."
